state,district,year,quarter,transaction_count,transaction_amount,log_transaction_amount
West Bengal,jhargram district,2018,4,272439,160506988.99923056,18.893848050983085
West Bengal,howrah district,2018,4,1348284,1510973704.7459848,21.136020118196775
West Bengal,hooghly district,2018,4,2105799,1620745549.3092494,21.20615209656397
West Bengal,kolkata district,2018,4,5401244,8502095208.881001,22.86357846534783
West Bengal,koch bihar district,2018,4,450760,508267493.70604295,20.046518431338352
West Bengal,alipurduar district,2018,4,191071,329023531.4947543,19.611639833511365
West Bengal,paschim bardhaman district,2018,4,1184281,1308957691.3264554,20.99249700274563
West Bengal,nadia district,2018,4,1602207,1483069809.77854,21.1173799730189
West Bengal,birbhum district,2018,4,4639212,6605150572.181274,22.61111557150889
West Bengal,purba medinipur district,2018,4,1603344,1962876573.009977,21.397676874059144
West Bengal,maldah district,2018,4,1248022,1571813601.683281,21.175495950566358
West Bengal,darjiling district,2018,4,308727,670559903.9052528,20.3236236003271
West Bengal,south twenty four parganas district,2019,1,2381496,2207352520.7777843,21.515059680408964
West Bengal,purba bardhaman district,2019,1,2576757,2102277082.1985483,21.466286919552342
West Bengal,uttar dinajpur district,2019,1,591162,767180236.7509651,20.458232322274423
West Bengal,kalimpong district,2019,1,25274,50702402.103605494,17.741483865931343
West Bengal,murshidabad district,2019,1,2701331,2435341320.8521204,21.613352756902838
West Bengal,paschim medinipur district,2019,1,2056170,1976806857.544343,21.404748682151244
West Bengal,dakshin dinajpur district,2019,1,430789,359433643.3864198,19.70004014058237
West Bengal,jalpaiguri district,2019,1,324907,536462779.7040474,20.10050774335834
West Bengal,purulia district,2019,1,826372,466522618.3836639,19.960817064500983
West Bengal,north twenty four parganas district,2019,1,6016538,6234416494.557015,22.553350826383397
West Bengal,bankura district,2019,1,1555874,897807596.2767885,20.6154663463801
West Bengal,jhargram district,2019,1,296546,202134021.18639287,19.124441511532734
West Bengal,howrah district,2019,1,1870799,1930863137.4692266,21.38123296189403
West Bengal,hooghly district,2019,1,2488635,2045644142.3086185,21.438978561346964
West Bengal,kolkata district,2019,1,9807639,12332944237.04475,23.235539912158227
West Bengal,koch bihar district,2019,1,506575,629607593.5966945,20.26060731756888
West Bengal,alipurduar district,2019,1,201488,361523896.4343028,19.705838703697125
West Bengal,paschim bardhaman district,2019,1,1712637,1759360643.2614815,21.288216309691855
West Bengal,nadia district,2019,1,1878230,1674723468.0591764,21.238913895495077
West Bengal,birbhum district,2019,1,5081745,6063627232.544631,22.525574011356206
West Bengal,purba medinipur district,2019,1,2175167,2426138102.1437855,21.609566572123292
West Bengal,maldah district,2019,1,1559418,1770444887.2016394,21.294496701215678
West Bengal,darjiling district,2019,1,560839,933357710.0945336,20.65429908414822
West Bengal,south twenty four parganas district,2019,2,2092814,2437194676.653476,21.614113492540675
West Bengal,purba bardhaman district,2019,2,4174535,4375901182.135069,22.19937832026064
West Bengal,uttar dinajpur district,2019,2,540199,915161292.8232623,20.634610885107232
West Bengal,kalimpong district,2019,2,30723,68861020.49970469,18.047600850207036
West Bengal,murshidabad district,2019,2,2301748,2744461154.3824716,21.732850592231344
West Bengal,paschim medinipur district,2019,2,1561429,1837766309.1079724,21.331816709220835
West Bengal,dakshin dinajpur district,2019,2,366374,389130042.41225576,19.779424147547306
West Bengal,jalpaiguri district,2019,2,318023,621913833.1314416,20.248312110771938
West Bengal,purulia district,2019,2,638348,487259414.2527912,20.00430721941367
West Bengal,north twenty four parganas district,2019,2,6157371,7197223705.950621,22.69696119235021
West Bengal,bankura district,2019,2,1250400,956916426.859871,20.67922661839382
West Bengal,jhargram district,2019,2,195771,193287311.04751638,19.079688303366805
West Bengal,howrah district,2019,2,1740780,2186684125.294092,21.505652135788136
West Bengal,hooghly district,2019,2,2379459,2442336673.6144834,21.61622107152445
West Bengal,kolkata district,2019,2,13259522,17260848900.77318,23.571706704577245
West Bengal,koch bihar district,2019,2,471590,787922720.7588583,20.484910574179153
West Bengal,alipurduar district,2019,2,206118,425684355.1270641,19.869208681537426
West Bengal,paschim bardhaman district,2019,2,2145729,2557384605.140711,21.66225093498355
West Bengal,nadia district,2019,2,1702468,1996301068.1121693,21.414561839689586
West Bengal,birbhum district,2019,2,1207526,1042289262.7394705,20.764685346109125
West Bengal,purba medinipur district,2019,2,1850677,2439996733.7922893,21.615262538050743
West Bengal,maldah district,2019,2,1433212,2138635544.306306,21.483433866978363
West Bengal,darjiling district,2019,2,998719,1602530760.2036004,21.19484994233374
West Bengal,south twenty four parganas district,2019,3,2784616,2980743400.200357,21.815438569842936
West Bengal,purba bardhaman district,2019,3,5809301,5357582349.263204,22.40177865621827
West Bengal,uttar dinajpur district,2019,3,643412,978369471.8491668,20.701397940756
West Bengal,kalimpong district,2019,3,39750,76053089.44145533,18.14694221281243
West Bengal,murshidabad district,2019,3,4494100,3474157884.9006653,21.968617951602685
West Bengal,paschim medinipur district,2019,3,2347260,2190157100.6562915,21.507239114118036
West Bengal,dakshin dinajpur district,2019,3,643446,465122162.79446423,19.9578106468849
West Bengal,jalpaiguri district,2019,3,433372,722249885.5745986,20.39788174026609
West Bengal,purulia district,2019,3,1095563,629137903.632899,20.25986103488365
West Bengal,north twenty four parganas district,2019,3,8854937,9351811604.762173,22.958835916105972
West Bengal,bankura district,2019,3,2304123,1262732884.9594836,20.9565441662287
West Bengal,jhargram district,2019,3,366694,227357129.67767933,19.242032602061364
West Bengal,howrah district,2019,3,2301305,2690889297.0739627,21.713137570005518
West Bengal,hooghly district,2019,3,3690825,3088441313.236069,21.850932371539116
West Bengal,kolkata district,2019,3,16306691,21451201632.248753,23.789046500949443
West Bengal,koch bihar district,2019,3,548852,801384234.6331651,20.501851084938608
West Bengal,alipurduar district,2019,3,252938,457269673.21038043,19.9407838715603
West Bengal,paschim bardhaman district,2019,3,3088578,3179774211.0084143,21.88007602870462
West Bengal,nadia district,2019,3,2571191,2474590164.314495,21.629340629483643
West Bengal,birbhum district,2019,3,1941324,1335657252.5214772,21.012689332381754
West Bengal,purba medinipur district,2019,3,2642814,2923218852.733621,21.795951193257153
West Bengal,maldah district,2019,3,1832396,2417266062.5172515,21.605903012674453
West Bengal,darjiling district,2019,3,1451341,2005365055.6205454,21.4190919542591
West Bengal,south twenty four parganas district,2019,4,3461338,3615715409.1951017,22.008555573446333
West Bengal,purba bardhaman district,2019,4,9422447,6518176227.12306,22.597860454143117
West Bengal,uttar dinajpur district,2019,4,912512,1239736206.54556,20.93816445808152
West Bengal,kalimpong district,2019,4,48119,97391976.28005514,18.394254396432334
West Bengal,murshidabad district,2019,4,5467828,4214583776.974844,22.16181667571292
West Bengal,paschim medinipur district,2019,4,4095923,2924786112.5345197,21.79648719137863
West Bengal,dakshin dinajpur district,2019,4,928554,611801422.234447,20.231918315985084
West Bengal,jalpaiguri district,2019,4,570982,904007823.4554143,20.622348573690026
West Bengal,purulia district,2019,4,2976215,991578052.4253972,20.714808225392886
West Bengal,north twenty four parganas district,2019,4,10387653,10930067930.509941,23.114783354258265
West Bengal,bankura district,2019,4,6055533,1977857278.9550972,21.40527991383043
West Bengal,jhargram district,2019,4,580248,299479223.67942506,19.517555606434083
West Bengal,howrah district,2019,4,2742810,3203293592.3727775,21.8874453653686
West Bengal,hooghly district,2019,4,4540564,3763712816.9060802,22.048671758709382
West Bengal,kolkata district,2019,4,21917627,26475748918.32508,23.999495015826994
West Bengal,koch bihar district,2019,4,727438,1048679049.7796855,20.770797162234057
West Bengal,alipurduar district,2019,4,338336,612361611.1269797,20.232833535470487
West Bengal,paschim bardhaman district,2019,4,5025410,4100414909.372712,22.134354003188417
West Bengal,nadia district,2019,4,3838756,3180344894.5931797,21.880255485591086
West Bengal,birbhum district,2019,4,4269094,1949145295.0043097,21.390656803694895
West Bengal,purba medinipur district,2019,4,3988434,3949509409.870963,22.096857208366508
West Bengal,maldah district,2019,4,2391313,2911322901.3592367,21.791873420449715
West Bengal,darjiling district,2019,4,2118704,2683895416.0233145,21.71053508995514
West Bengal,south twenty four parganas district,2020,1,3069175,4200261969.458927,22.158412734209353
West Bengal,purba bardhaman district,2020,1,2150646,2438981957.209982,21.614846558944954
West Bengal,uttar dinajpur district,2020,1,792676,1466551396.8864355,21.10617949376382
West Bengal,kalimpong district,2020,1,58372,110122361.18642363,18.51710268902953
West Bengal,murshidabad district,2020,1,3036374,4375324882.318403,22.19924661304313
West Bengal,paschim medinipur district,2020,1,2731293,3365470258.0827594,21.936833540377854
West Bengal,dakshin dinajpur district,2020,1,550767,696102264.2992665,20.361007140406358
West Bengal,jalpaiguri district,2020,1,559462,1059113100.0352356,20.7806976977074
West Bengal,purulia district,2020,1,1140216,871268565.8315418,20.58546083037899
West Bengal,north twenty four parganas district,2020,1,9836478,12633823318.181566,23.25964344477405
West Bengal,bankura district,2020,1,2512191,1888506492.2303815,21.359052138411315
West Bengal,jhargram district,2020,1,356885,326921359.9893925,19.605230213669095
West Bengal,howrah district,2020,1,2488292,3616357560.4968233,22.00873315774503
West Bengal,hooghly district,2020,1,3231486,3828835634.4589415,22.065826582288544
West Bengal,kolkata district,2020,1,18756562,33530346186.63632,24.23571672208453
West Bengal,koch bihar district,2020,1,738889,1207985915.9539032,20.912220278240333
West Bengal,alipurduar district,2020,1,375417,716232148.4627577,20.389514903466615
West Bengal,paschim bardhaman district,2020,1,3018166,4107372380.2677298,22.13604933770775
West Bengal,nadia district,2020,1,2617674,3333078525.0099444,21.92716219615348
West Bengal,birbhum district,2020,1,2113805,2267725581.7950845,21.54204322025114
West Bengal,purba medinipur district,2020,1,3016163,4413323999.166389,22.207893984019005
West Bengal,maldah district,2020,1,1603861,3096983602.6941547,21.853694443669074
West Bengal,darjiling district,2020,1,1495531,3102615730.2863255,21.855511376937585
West Bengal,south twenty four parganas district,2020,2,3450717,5442972838.147335,22.417591226334093
West Bengal,purba bardhaman district,2020,2,2110210,3026494725.9211845,21.8306709309919
West Bengal,uttar dinajpur district,2020,2,994578,2057824019.5507925,21.44491496076564
West Bengal,kalimpong district,2020,2,83294,132974145.06285556,18.7056652767849
West Bengal,murshidabad district,2020,2,2954461,5450083954.846977,22.418896850245478
West Bengal,paschim medinipur district,2020,2,2623659,4138122881.21193,22.14350811186846
West Bengal,dakshin dinajpur district,2020,2,528299,860152313.013932,20.57262004084835
West Bengal,jalpaiguri district,2020,2,727162,1297087562.5100064,20.98338725234574
West Bengal,purulia district,2020,2,980210,1161572707.5147178,20.87304070702285
West Bengal,north twenty four parganas district,2020,2,7957303,11928129304.115803,23.202165254819224
West Bengal,bankura district,2020,2,1671299,2203586196.182378,21.513351959784995
West Bengal,jhargram district,2020,2,337606,463794455.51302034,19.9549520303922
West Bengal,howrah district,2020,2,2820336,4464236054.831258,22.219363940517844
West Bengal,hooghly district,2020,2,3388361,4695101065.364116,22.269785475757082
West Bengal,kolkata district,2020,2,12981198,28320831275.65246,24.066863458330282
West Bengal,koch bihar district,2020,2,964285,1541035716.6346931,21.15572057123427
West Bengal,alipurduar district,2020,2,498095,860206300.0870737,20.572682803428993
West Bengal,paschim bardhaman district,2020,2,2283471,3594187323.2869267,22.00258374534264
West Bengal,nadia district,2020,2,2630360,4208804458.517461,22.160444467950132
West Bengal,birbhum district,2020,2,1499893,2152855281.340164,21.490060836320843
West Bengal,purba medinipur district,2020,2,2954606,5035068653.193295,22.339692998414897
West Bengal,maldah district,2020,2,1781192,3852982363.832329,22.072113325583416
West Bengal,darjiling district,2020,2,1456202,3211328281.023925,21.889950483521815
West Bengal,south twenty four parganas district,2020,3,4527471,7893878132.233324,22.789353376169917
West Bengal,purba bardhaman district,2020,3,2593218,4202888726.788506,22.159037918145586
West Bengal,uttar dinajpur district,2020,3,1217053,2732569111.909322,21.728508070617092
West Bengal,kalimpong district,2020,3,98474,185138027.27682656,19.036612203642914
West Bengal,murshidabad district,2020,3,4140812,8701630173.801966,22.8867762214682
West Bengal,paschim medinipur district,2020,3,3217002,5676916986.305134,22.459674138393797
West Bengal,dakshin dinajpur district,2020,3,648423,1139764956.1477838,20.85408790015468
West Bengal,jalpaiguri district,2020,3,890247,1836203713.6631927,21.330966078688487
West Bengal,purulia district,2020,3,1202467,1543143788.3919792,21.15708759418528
West Bengal,north twenty four parganas district,2020,3,10658639,18116407316.286606,23.620083846229893
West Bengal,bankura district,2020,3,2050039,2776858504.833927,21.744586091806575
West Bengal,jhargram district,2020,3,413235,625899202.229131,20.25469989889385
West Bengal,howrah district,2020,3,5455673,11044292828.999893,23.12517964551249
West Bengal,hooghly district,2020,3,4366382,7181724884.281664,22.6948054258737
West Bengal,kolkata district,2020,3,20532488,47965864187.61055,24.593755432120847
West Bengal,koch bihar district,2020,3,1163380,2073281730.19992,21.45239856623088
West Bengal,alipurduar district,2020,3,610691,1193802371.4513893,20.900409321007444
West Bengal,paschim bardhaman district,2020,3,2824660,4923778139.11113,22.31734198741176
West Bengal,nadia district,2020,3,3385474,6356294160.880415,22.57271136552547
West Bengal,birbhum district,2020,3,1761673,2835347335.0581245,21.765430283749602
West Bengal,purba medinipur district,2020,3,4082398,8104060674.844238,22.815631091012374
West Bengal,maldah district,2020,3,2240712,5047875157.890753,22.3422332310734
West Bengal,darjiling district,2020,3,1873893,4655735744.944985,22.26136579016888
West Bengal,south twenty four parganas district,2020,4,5935781,11173760728.635761,23.136834074619664
West Bengal,purba bardhaman district,2020,4,3330787,5953995490.32074,22.507328342287565
West Bengal,uttar dinajpur district,2020,4,1663790,4073984672.594006,22.12788739273953
West Bengal,kalimpong district,2020,4,131313,287409549.78812253,19.476418762748487
West Bengal,murshidabad district,2020,4,5387550,12347537122.902393,23.236722456967154
West Bengal,paschim medinipur district,2020,4,4192666,7873236339.018047,22.78673503975293
West Bengal,dakshin dinajpur district,2020,4,847582,1574342256.1228342,21.17710340747359
West Bengal,jalpaiguri district,2020,4,1189545,2571478917.2012115,21.667747024896062
West Bengal,purulia district,2020,4,1692742,2247442648.391761,21.533058806472464
West Bengal,north twenty four parganas district,2020,4,15401013,26342979950.473465,23.994467660935015
West Bengal,bankura district,2020,4,2718632,3700507153.2902203,22.031735715930616
West Bengal,jhargram district,2020,4,566153,879958012.474191,20.59538475233713
West Bengal,howrah district,2020,4,6331177,12928867889.090427,23.2827284690593
West Bengal,hooghly district,2020,4,5674060,9909266975.59495,23.016736214499556
West Bengal,kolkata district,2020,4,21348317,48043058849.4187,24.59536350512072
West Bengal,koch bihar district,2020,4,1522007,3015645061.601661,21.82707959535295
West Bengal,alipurduar district,2020,4,813188,1797203699.186511,21.309497794020007
West Bengal,paschim bardhaman district,2020,4,3911566,6878396003.007269,22.65165132275812
West Bengal,nadia district,2020,4,4552049,9153167135.604681,22.937365791490944
West Bengal,birbhum district,2020,4,2387731,4144235381.477991,22.144984141081512
West Bengal,purba medinipur district,2020,4,5289421,11253380562.116867,23.14393441495669
West Bengal,maldah district,2020,4,3018906,7039838577.314709,22.674851077636824
West Bengal,darjiling district,2020,4,2434669,5975798390.022108,22.510983547765758
West Bengal,south twenty four parganas district,2021,1,5599480,12117504304.189785,23.217916880970705
West Bengal,purba bardhaman district,2021,1,3332419,6629023081.432125,22.61472328223794
West Bengal,uttar dinajpur district,2021,1,1706867,4658610030.56789,22.261982964103108
West Bengal,kalimpong district,2021,1,126774,304298077.8011435,19.533518301344618
West Bengal,murshidabad district,2021,1,6771948,16548543048.894,23.529563901655298
West Bengal,paschim medinipur district,2021,1,4172851,8823590467.006695,22.900694706669935
West Bengal,dakshin dinajpur district,2021,1,870615,1850147285.0761428,21.338531086962824
West Bengal,jalpaiguri district,2021,1,1155903,2759371175.6936426,21.73826865618595
West Bengal,purulia district,2021,1,1624755,2471960440.649763,21.62827737384495
West Bengal,north twenty four parganas district,2021,1,15695125,27895823531.579113,24.05174282039565
West Bengal,bankura district,2021,1,2760457,4094039523.9611278,22.132797978501664
West Bengal,jhargram district,2021,1,563523,1013708476.7789638,20.73688120352074
West Bengal,howrah district,2021,1,9971593,19433078118.20204,23.69024250874587
West Bengal,hooghly district,2021,1,5418241,10168468111.111834,23.042557407550397
West Bengal,kolkata district,2021,1,33156725,67772051033.458176,24.939415720273598
West Bengal,koch bihar district,2021,1,1491071,3346773579.067724,21.93126260826699
West Bengal,alipurduar district,2021,1,822327,1958197907.4983711,21.395290452810123
West Bengal,paschim bardhaman district,2021,1,4191623,7560655964.1510105,22.746223791250856
West Bengal,nadia district,2021,1,4539314,9862089010.152363,23.01196385037709
West Bengal,birbhum district,2021,1,2403840,4665715871.473248,22.263507115522543
West Bengal,purba medinipur district,2021,1,5365020,12827859644.822784,23.274885177481323
West Bengal,maldah district,2021,1,3227147,8406012410.967968,22.852213050088793
West Bengal,darjiling district,2021,1,3286434,7769686380.986313,22.77349563783265
West Bengal,south twenty four parganas district,2021,2,6661813,13398529483.673187,23.318410797931644
West Bengal,purba bardhaman district,2021,2,3920729,7572502416.238684,22.747789420078384
West Bengal,uttar dinajpur district,2021,2,2253385,5564220751.049259,22.439622785283344
West Bengal,kalimpong district,2021,2,158257,340481312.8783516,19.645870803570286
West Bengal,murshidabad district,2021,2,8602251,19996935608.243374,23.71884487922326
West Bengal,paschim medinipur district,2021,2,5051834,10303513378.79989,23.055750778853913
West Bengal,dakshin dinajpur district,2021,2,1056135,2122254125.665434,21.475744628057047
West Bengal,jalpaiguri district,2021,2,1434640,3074506540.24375,21.84641025093522
West Bengal,purulia district,2021,2,1895981,2790996372.0372777,21.74966449197889
West Bengal,north twenty four parganas district,2021,2,17258291,30414821772.928673,24.13819588489355
West Bengal,bankura district,2021,2,2915786,4611070512.295103,22.251725882462445
West Bengal,jhargram district,2021,2,656024,1117615385.2981439,20.834463133079744
West Bengal,howrah district,2021,2,12238810,22440665027.606167,23.83414055301766
West Bengal,hooghly district,2021,2,6360194,11614334146.67925,23.175505874593053
West Bengal,kolkata district,2021,2,41726247,80954850438.57187,25.11715743423202
West Bengal,koch bihar district,2021,2,1946827,3960247167.469792,22.099572276545235
West Bengal,alipurduar district,2021,2,1015282,2144339264.9745913,21.486097307363337
West Bengal,paschim bardhaman district,2021,2,4893774,8731262893.729904,22.890175857816548
West Bengal,nadia district,2021,2,5524174,11227582723.377321,23.141639330913037
West Bengal,birbhum district,2021,2,2739774,5158503519.465005,22.36391235896352
West Bengal,purba medinipur district,2021,2,6418522,15155067721.273426,23.441600816088453
West Bengal,maldah district,2021,2,4093606,9929838049.329655,23.018810005739546
West Bengal,darjiling district,2021,2,3075101,6810672446.735575,22.641756696393827
West Bengal,south twenty four parganas district,2021,3,8148035,17003261364.446451,23.556671007628985
West Bengal,purba bardhaman district,2021,3,4895497,9701089785.313658,22.995504065249563
West Bengal,uttar dinajpur district,2021,3,2833025,7139308290.0050125,22.688881730594424
West Bengal,kalimpong district,2021,3,195057,465676038.53915656,19.95900075620845
West Bengal,murshidabad district,2021,3,10931440,25748905389.537254,23.97165795404727
West Bengal,paschim medinipur district,2021,3,6258901,12581282827.778063,23.255476056690497
West Bengal,dakshin dinajpur district,2021,3,1272971,2627951633.9636664,21.68947053365653
West Bengal,jalpaiguri district,2021,3,1847997,3994414459.2942305,22.108162837285878
West Bengal,purulia district,2021,3,2421483,3554644332.9978147,21.9915208485012
West Bengal,north twenty four parganas district,2021,3,22393657,40621221621.04847,24.427556467044464
West Bengal,bankura district,2021,3,3741684,5714486936.043903,22.46627035536772
West Bengal,jhargram district,2021,3,818355,1427733005.9466476,21.079353713457433
West Bengal,howrah district,2021,3,15377518,27653090450.955425,24.04300332908321
West Bengal,hooghly district,2021,3,7784199,14865078300.051212,23.422280560859978
West Bengal,kolkata district,2021,3,55166796,108533947842.03369,25.410328844335073
West Bengal,koch bihar district,2021,3,2404892,5057670482.625468,22.344171835508817
West Bengal,alipurduar district,2021,3,1263252,2737500631.928809,21.730311163295873
West Bengal,paschim bardhaman district,2021,3,6486598,11454626096.903252,23.161659511367876
West Bengal,nadia district,2021,3,6912466,15091309342.981659,23.437384874946826
West Bengal,birbhum district,2021,3,3540954,6590455614.729217,22.608888320510886
West Bengal,purba medinipur district,2021,3,7833998,18432252642.503994,23.63736782815328
West Bengal,maldah district,2021,3,5226024,12609978452.38233,23.257754278228862
West Bengal,darjiling district,2021,3,3958189,8851180714.502821,22.903816701248477
West Bengal,south twenty four parganas district,2021,4,9996197,22549554717.599293,23.83898115629656
West Bengal,purba bardhaman district,2021,4,5875181,12502355839.729364,23.249182930755293
West Bengal,uttar dinajpur district,2021,4,3663606,9386596414.578365,22.96254859540431
West Bengal,kalimpong district,2021,4,258216,654843267.2530651,20.299906479856453
West Bengal,murshidabad district,2021,4,13422646,33656929004.291054,24.239484785815733
West Bengal,paschim medinipur district,2021,4,7894026,16639425790.500774,23.53504076402176
West Bengal,dakshin dinajpur district,2021,4,1638791,3473769418.4108477,21.96850612933594
West Bengal,jalpaiguri district,2021,4,2342634,5224962233.676089,22.376713406957975
West Bengal,purulia district,2021,4,3135514,4839481916.635239,22.300073510134666
West Bengal,north twenty four parganas district,2021,4,28006815,51407780867.2138,24.663055376709945
West Bengal,bankura district,2021,4,4383302,7411233892.35178,22.726262779713363
West Bengal,jhargram district,2021,4,1008297,1845872331.5088463,21.336217811647856
West Bengal,howrah district,2021,4,20261475,36416694059.9693,24.318293134500014
West Bengal,hooghly district,2021,4,9342381,18914851063.97778,23.663213221089634
West Bengal,kolkata district,2021,4,65708533,131156784692.10446,25.599659274236163
West Bengal,koch bihar district,2021,4,3183823,6820617550.450257,22.643215854768393
West Bengal,alipurduar district,2021,4,1679994,3837703804.434596,22.068140057357535
West Bengal,paschim bardhaman district,2021,4,8475007,15264204423.795567,23.448776344172433
West Bengal,nadia district,2021,4,8591598,19373295943.91859,23.68716145708788
West Bengal,birbhum district,2021,4,4352535,8961590629.524475,22.9162135739056
West Bengal,purba medinipur district,2021,4,9886889,23874294119.021553,23.896068157222587
West Bengal,maldah district,2021,4,6753992,16323385094.13332,23.515864585018743
West Bengal,darjiling district,2021,4,5168108,11681810187.018759,23.181298784188968
West Bengal,south twenty four parganas district,2022,1,11243229,26965356873.85303,24.01781880039132
West Bengal,purba bardhaman district,2022,1,6777604,15081107758.687084,23.436708655693444
West Bengal,uttar dinajpur district,2022,1,4441594,11523296688.425028,23.16763662223209
West Bengal,kalimpong district,2022,1,273057,682480114.6705194,20.34124395005028
West Bengal,murshidabad district,2022,1,15588410,41140892341.13234,24.44026841131354
West Bengal,paschim medinipur district,2022,1,9156926,20055779613.652466,23.721783209242453
West Bengal,dakshin dinajpur district,2022,1,1823888,4255877779.082657,22.17156687148757
West Bengal,jalpaiguri district,2022,1,2650569,6055463671.687082,22.524226787846544
West Bengal,purulia district,2022,1,3655572,5836006366.520155,22.48731255868246
West Bengal,north twenty four parganas district,2022,1,31930105,59661500584.75365,24.81195276800892
West Bengal,bankura district,2022,1,4874077,8812235253.790693,22.89940696262396
West Bengal,jhargram district,2022,1,1121268,2198171070.038257,21.510891520216898
West Bengal,howrah district,2022,1,23702322,44110902969.5602,24.509972821734717
West Bengal,hooghly district,2022,1,10497390,21694250432.038437,23.80031310538268
West Bengal,kolkata district,2022,1,76392752,155417783792.6444,25.769382707158876
West Bengal,koch bihar district,2022,1,3802460,8085185091.073849,22.81329922298169
West Bengal,alipurduar district,2022,1,1888984,4323258066.140034,22.18727513715828
West Bengal,paschim bardhaman district,2022,1,9783656,17440405834.011703,23.58205552551267
West Bengal,nadia district,2022,1,9791890,22740547217.901745,23.847415389135012
West Bengal,birbhum district,2022,1,5000218,11385995733.932861,23.155649992886513
West Bengal,purba medinipur district,2022,1,11506248,28979875250.478428,24.089867469187805
West Bengal,maldah district,2022,1,7832385,19619492748.51209,23.699789437003854
West Bengal,darjiling district,2022,1,6770488,15360797956.977024,23.455084513705692
West Bengal,south twenty four parganas district,2022,2,13499039,31391822584.21167,24.169813268721004
West Bengal,purba bardhaman district,2022,2,8017841,17476589718.608643,23.584128092007845
West Bengal,uttar dinajpur district,2022,2,5625969,13902417083.882235,23.35532855296449
West Bengal,kalimpong district,2022,2,360683,865219339.6039622,20.578493605704523
West Bengal,murshidabad district,2022,2,18656132,48239202742.472496,24.599437862352165
West Bengal,paschim medinipur district,2022,2,10862436,23376063738.335567,23.874978418650883
West Bengal,dakshin dinajpur district,2022,2,2164544,4917055540.585538,22.315975721140266
West Bengal,jalpaiguri district,2022,2,3291696,7215410289.029442,22.699484893810368
West Bengal,purulia district,2022,2,4360695,6659369617.817974,22.61929066518981
West Bengal,north twenty four parganas district,2022,2,39542212,71420194039.66321,24.991846496004335
West Bengal,bankura district,2022,2,5482929,9979682491.260788,23.02381711236097
West Bengal,jhargram district,2022,2,1314971,2500573080.9727817,21.639785775339856
West Bengal,howrah district,2022,2,26848389,48444965297.30552,24.603694254471954
West Bengal,hooghly district,2022,2,12160484,24931277877.504135,23.939388991832622
West Bengal,kolkata district,2022,2,94525113,185459902953.69675,25.946104539050246
West Bengal,koch bihar district,2022,2,4990565,9890586302.34589,23.014849263265344
West Bengal,alipurduar district,2022,2,2321550,5063513205.328751,22.345326388875556
West Bengal,paschim bardhaman district,2022,2,12056490,21013580033.32985,23.768434733971407
West Bengal,nadia district,2022,2,11642703,26531299344.802624,24.001590980368768
West Bengal,birbhum district,2022,2,5970486,13038379103.48798,23.29116308391574
West Bengal,purba medinipur district,2022,2,13947269,33925841807.925117,24.24744285618189
West Bengal,maldah district,2022,2,9433027,23319097146.806786,23.872538481890494
West Bengal,darjiling district,2022,2,8666918,19013136245.268204,23.668395958601387
West Bengal,south twenty four parganas district,2022,3,14502793,31586404198.654728,24.17599261811018
West Bengal,purba bardhaman district,2022,3,20249092,40044086165.08384,24.413246838286465
West Bengal,uttar dinajpur district,2022,3,6161372,13684748005.261982,23.339547765404845
West Bengal,kalimpong district,2022,3,411090,866170519.9816766,20.579592353588534
West Bengal,murshidabad district,2022,3,16636159,41049036364.09509,24.438033197906588
West Bengal,paschim medinipur district,2022,3,11530137,23002159032.50641,23.85885391949197
West Bengal,dakshin dinajpur district,2022,3,2205623,4796219604.844906,22.291093862438878
West Bengal,jalpaiguri district,2022,3,4270501,8592238101.070684,22.8741250863949
West Bengal,purulia district,2022,3,4567782,6568273033.360064,22.60551677862838
West Bengal,north twenty four parganas district,2022,3,42344992,74652935807.86075,25.036115687805463
West Bengal,bankura district,2022,3,6829267,12625116117.66531,23.258954009583583
West Bengal,jhargram district,2022,3,1404499,2495310539.2245417,21.63767902342462
West Bengal,howrah district,2022,3,13939023,29120246801.02298,24.094699535583178
West Bengal,hooghly district,2022,3,13048364,26244376624.64439,23.990717579249875
West Bengal,kolkata district,2022,3,120867251,228807547826.57977,26.15614708466484
West Bengal,koch bihar district,2022,3,5698343,10419704843.658085,23.066964547021897
West Bengal,alipurduar district,2022,3,4439906,8948926469.485992,22.914799414607174
West Bengal,paschim bardhaman district,2022,3,15109046,25748234622.339317,23.971631903389007
West Bengal,nadia district,2022,3,11779533,26613252370.226105,24.004675138113534
West Bengal,birbhum district,2022,3,7283881,14934428365.96205,23.426935013155646
West Bengal,purba medinipur district,2022,3,13027140,30572829916.26252,24.14337754027753
West Bengal,maldah district,2022,3,12459741,26922829611.837635,24.016240448117255
West Bengal,darjiling district,2022,3,8026853,16454823670.51485,23.523884503484535
West Bengal,south twenty four parganas district,2022,4,15651650,33736981975.122288,24.24186046063015
West Bengal,purba bardhaman district,2022,4,23613560,46348665186.57486,24.559458330001515
West Bengal,uttar dinajpur district,2022,4,6557405,15078700957.688385,23.43654905249262
West Bengal,kalimpong district,2022,4,382628,812639624.0451621,20.515798303613728
West Bengal,murshidabad district,2022,4,16453907,41173539931.745384,24.441061652338778
West Bengal,paschim medinipur district,2022,4,12768161,25216806019.741215,23.95077651476605
West Bengal,dakshin dinajpur district,2022,4,2361081,5326002121.283871,22.3958667228142
