state,district,year,quarter,transaction_count,transaction_amount,log_transaction_amount
Jammu & Kashmir,jammu district,2021,1,2651223,7421535965.773878,22.72765187631175
Jammu & Kashmir,ganderbal district,2021,1,90691,163957078.62440437,18.915115241929247
Jammu & Kashmir,udhampur district,2021,1,253788,659211752.0750571,20.30655536570135
Jammu & Kashmir,bandipore district,2021,1,110105,212281960.49428704,19.17342595600888
Jammu & Kashmir,reasi district,2021,1,129459,310187729.6204411,19.552688254798873
Jammu & Kashmir,shopian district,2021,1,72084,140201587.32333398,18.758591861483
Jammu & Kashmir,poonch district,2021,1,103668,299466026.8590725,19.517511539567206
Jammu & Kashmir,kathua district,2021,1,245017,476737690.8982123,19.982476985432392
Jammu & Kashmir,kishtwar district,2021,1,51696,119471258.11255996,18.59858639089046
Jammu & Kashmir,pulwama district,2021,1,230547,506298792.83870804,20.042637554631767
Jammu & Kashmir,ramban district,2021,1,79917,198841833.51555723,19.10802026523729
Jammu & Kashmir,rajouri district,2021,1,185784,544732582.9070423,20.115805560478556
Jammu & Kashmir,kulgam district,2021,1,118926,178549172.9397456,19.000374605501424
Jammu & Kashmir,budgam district,2021,1,314969,629196655.3946896,20.25995441507625
Jammu & Kashmir,anantnag district,2021,1,317577,500687365.6142787,20.03149244553444
Jammu & Kashmir,kupwara district,2021,1,287414,651843634.7301381,20.295315268629125
Jammu & Kashmir,muzaffarabad district,2021,2,3148,10753997.018016852,16.190788152049794
Jammu & Kashmir,doda district,2021,2,140197,278351055.12039316,19.444393666803922
Jammu & Kashmir,samba district,2021,2,272944,627782719.5376384,20.257704678160334
Jammu & Kashmir,mirpur district,2021,2,27536,100332260.09541795,18.423997847231306
Jammu & Kashmir,srinagar district,2021,2,1529261,3491629169.891506,21.973634275382018
Jammu & Kashmir,baramulla district,2021,2,558737,966623715.8159674,20.689319853403614
Jammu & Kashmir,jammu district,2021,2,3793205,10159766998.570372,23.041701345720625
Jammu & Kashmir,ganderbal district,2021,2,140457,232925318.179365,19.26622844160943
Jammu & Kashmir,udhampur district,2021,2,361814,841569039.9908626,20.550778613376213
Jammu & Kashmir,bandipore district,2021,2,160002,285432318.8981966,19.46951550080769
Jammu & Kashmir,reasi district,2021,2,155375,315743621.2957236,19.570441120402513
Jammu & Kashmir,shopian district,2021,2,103178,162612796.33491415,18.906882456377723
Jammu & Kashmir,poonch district,2021,2,155606,414593947.4794037,19.842810161813613
Jammu & Kashmir,kathua district,2021,2,329534,635043868.1523829,20.26920463975003
Jammu & Kashmir,kishtwar district,2021,2,76391,153411579.98716158,18.848634939400874
Jammu & Kashmir,pulwama district,2021,2,332326,632761432.1392006,20.265604026193788
Jammu & Kashmir,ramban district,2021,2,117866,253971901.63214535,19.352734199305534
Jammu & Kashmir,rajouri district,2021,2,239185,634121152.0877542,20.267750587343873
Jammu & Kashmir,kulgam district,2021,2,192379,256728224.91522247,19.363528596614724
Jammu & Kashmir,budgam district,2021,2,450138,822332973.9248707,20.52765594998214
Jammu & Kashmir,anantnag district,2021,2,479956,717788809.3041894,20.391685947679413
Jammu & Kashmir,kupwara district,2021,2,408584,819478528.2209682,20.524178755952548
Jammu & Kashmir,muzaffarabad district,2021,3,4058,15722035.204606244,16.57057386613221
Jammu & Kashmir,doda district,2021,3,178242,377444601.9327241,19.748934368686847
Jammu & Kashmir,samba district,2021,3,352992,822873576.4759533,20.528313135026472
Jammu & Kashmir,mirpur district,2021,3,32777,122345912.5978739,18.622362948013404
Jammu & Kashmir,srinagar district,2021,3,2196468,5510884597.059817,22.429990991337895
Jammu & Kashmir,baramulla district,2021,3,647847,1285810267.7066154,20.974654915879366
Jammu & Kashmir,jammu district,2021,3,5192026,13867943225.785107,23.352845770932216
Jammu & Kashmir,ganderbal district,2021,3,176334,338209062.1399027,19.63917479223617
Jammu & Kashmir,udhampur district,2021,3,476615,1090587535.866065,20.80998241261363
Jammu & Kashmir,bandipore district,2021,3,177163,340899753.33691466,19.64709901647694
Jammu & Kashmir,reasi district,2021,3,247073,542552590.7556257,20.11179558200853
Jammu & Kashmir,shopian district,2021,3,124570,229098781.19403479,19.249663831800845
Jammu & Kashmir,poonch district,2021,3,182447,520994995.97337115,20.071250996933284
Jammu & Kashmir,kathua district,2021,3,399722,762622103.9071403,20.45227319120832
Jammu & Kashmir,kishtwar district,2021,3,96068,208106532.42523685,19.153560686475245
Jammu & Kashmir,pulwama district,2021,3,393629,826511580.0632427,20.532724487302914
Jammu & Kashmir,ramban district,2021,3,157474,367286361.96328044,19.721652382312133
Jammu & Kashmir,rajouri district,2021,3,289081,823624344.2157102,20.52922509219501
Jammu & Kashmir,kulgam district,2021,3,223401,360260919.092471,19.702339104924313
Jammu & Kashmir,budgam district,2021,3,545818,1112797675.6615355,20.830143110740213
Jammu & Kashmir,anantnag district,2021,3,580106,938064508.2337394,20.65932927777603
Jammu & Kashmir,kupwara district,2021,3,477130,1133802686.4410892,20.848843030147215
Jammu & Kashmir,muzaffarabad district,2021,4,5831,21241442.22450836,16.871464700452805
Jammu & Kashmir,doda district,2021,4,235025,435237678.46631306,19.891402829414254
Jammu & Kashmir,samba district,2021,4,492079,1144805603.769711,20.858500682045083
Jammu & Kashmir,mirpur district,2021,4,39050,142452278.94317237,18.774517623997184
Jammu & Kashmir,srinagar district,2021,4,2900577,7232270069.006123,22.70181880308987
Jammu & Kashmir,baramulla district,2021,4,787593,1567275687.193142,21.172604718600166
Jammu & Kashmir,jammu district,2021,4,6639541,16627649138.408905,23.53433275752535
Jammu & Kashmir,ganderbal district,2021,4,211443,370559306.14335734,19.73052406315148
Jammu & Kashmir,udhampur district,2021,4,621122,1409015376.0471456,21.066156983250632
Jammu & Kashmir,bandipore district,2021,4,230443,426224671.10234237,19.870477164508785
Jammu & Kashmir,reasi district,2021,4,332221,721602756.4764307,20.396985348041905
Jammu & Kashmir,shopian district,2021,4,158150,324099702.9246179,19.596561754580407
Jammu & Kashmir,poonch district,2021,4,224247,610046677.2859366,20.22904603398421
Jammu & Kashmir,kathua district,2021,4,528207,1082468701.539606,20.802510105219355
Jammu & Kashmir,kishtwar district,2021,4,120885,242172974.0745622,19.305162801827755
Jammu & Kashmir,pulwama district,2021,4,462342,988006961.9135485,20.711200303170656
Jammu & Kashmir,ramban district,2021,4,199682,423301690.5890018,19.86359570167736
Jammu & Kashmir,rajouri district,2021,4,363872,998884379.6677287,20.722149594847668
Jammu & Kashmir,kulgam district,2021,4,279358,450818697.9289175,19.926575818703803
Jammu & Kashmir,budgam district,2021,4,678080,1358477847.9462016,21.029630681174147
Jammu & Kashmir,anantnag district,2021,4,683078,1035794983.4736751,20.758435069765934
Jammu & Kashmir,kupwara district,2021,4,597802,1313830800.64671,20.99621298284771
Jammu & Kashmir,muzaffarabad district,2022,1,5151,19960049.91358368,16.809243379625084
Jammu & Kashmir,doda district,2022,1,243924,421316780.2833054,19.85889555830243
Jammu & Kashmir,samba district,2022,1,588078,1229539785.5198188,20.92990577901547
Jammu & Kashmir,mirpur district,2022,1,38244,124084071.18939105,18.636469895357457
Jammu & Kashmir,srinagar district,2022,1,2743701,5949336258.494824,22.506545497255367
Jammu & Kashmir,baramulla district,2022,1,877608,1607194898.3390284,21.1977561978282
Jammu & Kashmir,jammu district,2022,1,5510056,11881749307.528316,23.198269388233577
Jammu & Kashmir,ganderbal district,2022,1,210863,345901039.9280174,19.661663283235097
Jammu & Kashmir,udhampur district,2022,1,729905,1568037829.8497906,21.17309088540105
Jammu & Kashmir,bandipore district,2022,1,259483,442350711.2491821,19.907613592040857
Jammu & Kashmir,reasi district,2022,1,362457,730878668.0515049,20.40975802452824
Jammu & Kashmir,shopian district,2022,1,162032,256594552.48595798,19.363007784222795
Jammu & Kashmir,poonch district,2022,1,242450,638025507.382849,20.273888822301114
Jammu & Kashmir,kathua district,2022,1,608852,1177353985.585809,20.886535373266327
Jammu & Kashmir,kishtwar district,2022,1,142061,253794904.9452212,19.352037041905312
Jammu & Kashmir,pulwama district,2022,1,508605,1004677770.5886711,20.72793270176127
Jammu & Kashmir,ramban district,2022,1,212611,426250571.16478634,19.87053792888318
Jammu & Kashmir,rajouri district,2022,1,397302,1014911355.8101926,20.738067112434468
Jammu & Kashmir,kulgam district,2022,1,300260,402883161.9725286,19.814157159694243
Jammu & Kashmir,budgam district,2022,1,718312,1319712135.4938066,21.000679471348352
Jammu & Kashmir,anantnag district,2022,1,728868,1032527025.5719063,20.755275058313448
Jammu & Kashmir,kupwara district,2022,1,654488,1300783254.8105645,20.986232424450623
Jammu & Kashmir,muzaffarabad district,2022,2,10444,33449179.766689982,17.325537852958774
Jammu & Kashmir,doda district,2022,2,339886,563086389.1667428,20.148943620454414
Jammu & Kashmir,samba district,2022,2,783532,1573110669.1012697,21.17632081461969
Jammu & Kashmir,mirpur district,2022,2,56603,166355428.48376888,18.929637198812678
Jammu & Kashmir,srinagar district,2022,2,4660647,9640282801.134443,22.989216281459566
Jammu & Kashmir,baramulla district,2022,2,1226879,2154959862.6085277,21.491037935553052
Jammu & Kashmir,jammu district,2022,2,7441002,14880950856.224466,23.423347766004923
Jammu & Kashmir,ganderbal district,2022,2,408175,736411674.659951,20.417299862249042
Jammu & Kashmir,udhampur district,2022,2,947548,1877648827.4614248,21.353286207947683
Jammu & Kashmir,bandipore district,2022,2,360875,621882624.2601936,20.24826192752689
Jammu & Kashmir,reasi district,2022,2,548687,1063805328.4910237,20.78511825012178
Jammu & Kashmir,shopian district,2022,2,268677,434290103.6395203,19.889223312625447
Jammu & Kashmir,poonch district,2022,2,357832,884012060.8643444,20.599981265151754
Jammu & Kashmir,kathua district,2022,2,817009,1514113031.121934,21.138095647115414
Jammu & Kashmir,kishtwar district,2022,2,188126,322575247.5125381,19.591846995704238
Jammu & Kashmir,pulwama district,2022,2,790442,1527002272.083313,21.14657235177598
Jammu & Kashmir,ramban district,2022,2,320262,607095737.0299164,20.224197059865045
Jammu & Kashmir,rajouri district,2022,2,565064,1321641184.8698494,21.002140123887852
Jammu & Kashmir,kulgam district,2022,2,479844,650870806.9906567,20.29382172885146
Jammu & Kashmir,budgam district,2022,2,1052343,1977187447.2169597,21.404941191115224
Jammu & Kashmir,anantnag district,2022,2,1214291,1884518051.065606,21.356937949859123
Jammu & Kashmir,kupwara district,2022,2,975579,1819041252.88245,21.321575415654827
Jammu & Kashmir,muzaffarabad district,2022,3,12533,36613737.026607536,17.415934083861423
Jammu & Kashmir,doda district,2022,3,373904,609472501.3634437,20.228104390795604
Jammu & Kashmir,samba district,2022,3,842829,1581915447.7990084,21.181902259098116
Jammu & Kashmir,mirpur district,2022,3,57562,165963511.14880985,18.927278515827393
Jammu & Kashmir,srinagar district,2022,3,2447805,4804161643.106109,22.292748388413667
Jammu & Kashmir,baramulla district,2022,3,1311393,2203515919.7910256,21.513320067448724
Jammu & Kashmir,jammu district,2022,3,7526503,13607597636.170393,23.333894123493653
Jammu & Kashmir,ganderbal district,2022,3,472648,930632192.6087635,20.651374691241056
Jammu & Kashmir,udhampur district,2022,3,997199,1863833971.9477148,21.345901478935794
Jammu & Kashmir,bandipore district,2022,3,386029,668983199.9584781,20.321269507102304
Jammu & Kashmir,reasi district,2022,3,570648,1072011932.774343,20.792803031785244
Jammu & Kashmir,shopian district,2022,3,320567,501659068.4017532,20.033431302314806
Jammu & Kashmir,poonch district,2022,3,388681,897489057.0183108,20.61511148662934
Jammu & Kashmir,kathua district,2022,3,834884,1473463666.339784,21.110881702450705
Jammu & Kashmir,kishtwar district,2022,3,225295,396196222.3084749,19.79742015989777
Jammu & Kashmir,pulwama district,2022,3,847472,1623093820.1695747,21.207599931059832
Jammu & Kashmir,ramban district,2022,3,366778,680698346.3950101,20.338629810612986
Jammu & Kashmir,rajouri district,2022,3,579577,1320001714.339793,21.00089887304369
Jammu & Kashmir,kulgam district,2022,3,539004,763535701.9158515,20.45347044369841
Jammu & Kashmir,budgam district,2022,3,1140418,1992489881.6152542,21.412650890881878
Jammu & Kashmir,anantnag district,2022,3,1263844,1939518538.6283112,21.3857056037717
Jammu & Kashmir,kupwara district,2022,3,1028821,1830706791.4213793,21.327967954600798
Jammu & Kashmir,muzaffarabad district,2022,4,14832,35055780.855990365,17.3724511180684
Jammu & Kashmir,doda district,2022,4,513476,629795395.8400228,20.260905557681056
Jammu & Kashmir,samba district,2022,4,1025985,1822006887.441403,21.323204416480326
Jammu & Kashmir,mirpur district,2022,4,72961,184917178.2132864,19.03541860287584
Jammu & Kashmir,srinagar district,2022,4,3176470,5356773720.96018,22.401627713259288
Jammu & Kashmir,baramulla district,2022,4,1599504,2370515820.01391,21.586373414409426
Jammu & Kashmir,jammu district,2022,4,9213783,15674936388.296492,23.475328865358055
Jammu & Kashmir,ganderbal district,2022,4,411732,597517710.9861526,20.208294484822048
Jammu & Kashmir,udhampur district,2022,4,1227109,2035000646.9887607,21.433761974262914
Jammu & Kashmir,bandipore district,2022,4,451513,626896193.6954811,20.256291526191447
Jammu & Kashmir,reasi district,2022,4,700011,1146621584.5183542,20.86008570393583
Jammu & Kashmir,shopian district,2022,4,402989,610805803.8629034,20.23028963496841
Jammu & Kashmir,poonch district,2022,4,538857,1050594398.560792,20.772621935764416
Jammu & Kashmir,kathua district,2022,4,1035799,1765328885.276795,21.29160284780681
Jammu & Kashmir,kishtwar district,2022,4,283374,387202223.58237594,19.774457658655916
Jammu & Kashmir,pulwama district,2022,4,963378,1594427876.0287037,21.189780811048134
Jammu & Kashmir,ramban district,2022,4,438060,692350601.4061894,20.35560303615372
Jammu & Kashmir,rajouri district,2022,4,726588,1476623503.222388,21.11302390226191
Jammu & Kashmir,kulgam district,2022,4,654424,837066487.4013662,20.545414061859606
Jammu & Kashmir,budgam district,2022,4,1306982,1932170615.5444055,21.381909879678354
Jammu & Kashmir,anantnag district,2022,4,1338553,1684090753.6075988,21.244491643599208
Jammu & Kashmir,kupwara district,2022,4,1219778,1804597459.1902237,21.313603390114963
Jammu & Kashmir,muzaffarabad district,2023,1,20128,51235460.0,17.751942447930915
Jammu & Kashmir,doda district,2023,1,865832,963594006.0,20.686180609300013
Jammu & Kashmir,samba district,2023,1,1784289,2881890615.0,21.78171237960499
Jammu & Kashmir,mirpur district,2023,1,126701,289931459.0,19.485155108183367
Jammu & Kashmir,srinagar district,2023,1,3695677,5650181266.0,22.45495346424499
Jammu & Kashmir,baramulla district,2023,1,2752305,3542417579.0,21.988075263203406
Jammu & Kashmir,jammu district,2023,1,10062633,15395688639.0,23.457353348728756
Jammu & Kashmir,ganderbal district,2023,1,644922,800267495.0,20.50045659974301
Jammu & Kashmir,udhampur district,2023,1,2150992,3199398064.0,21.886228524370686
Jammu & Kashmir,bandipore district,2023,1,754833,915148396.0,20.634596792603293
Jammu & Kashmir,reasi district,2023,1,1233189,1862756570.0,21.34532325497208
Jammu & Kashmir,shopian district,2023,1,623973,739993898.0,20.422152499533908
Jammu & Kashmir,poonch district,2023,1,897818,1517844484.0,21.14055706337269
Jammu & Kashmir,kathua district,2023,1,1772544,2772584597.0,21.74304578997846
Jammu & Kashmir,kishtwar district,2023,1,487478,569176836.0,20.15970172939552
Jammu & Kashmir,pulwama district,2023,1,1576453,2301558160.0,21.556852191812542
Jammu & Kashmir,ramban district,2023,1,772706,1041150660.0,20.76359234329267
Jammu & Kashmir,rajouri district,2023,1,1314677,2352043692.0,21.578550443766023
Jammu & Kashmir,kulgam district,2023,1,1057703,1040759344.0,20.763216423100655
Jammu & Kashmir,budgam district,2023,1,2135840,2875364245.0,21.779445197431553
Jammu & Kashmir,anantnag district,2023,1,2186498,2447319229.0,21.61825907060139
Jammu & Kashmir,kupwara district,2023,1,2010053,2711442887.0,21.72074676114324
Jammu & Kashmir,muzaffarabad district,2023,2,35337,65849840.0,18.00288757157206
Jammu & Kashmir,doda district,2023,2,1230358,1389627752.0,21.052301744626103
Jammu & Kashmir,samba district,2023,2,2462291,3578070894.0,21.99808963597862
Jammu & Kashmir,mirpur district,2023,2,183099,376011800.0,19.74513108649995
Jammu & Kashmir,srinagar district,2023,2,5798618,9057848812.0,22.92689749094975
Jammu & Kashmir,baramulla district,2023,2,3950312,5012742718.0,22.335249051149898
Jammu & Kashmir,jammu district,2023,2,12519665,18093034879.0,23.618792887898902
Jammu & Kashmir,ganderbal district,2023,2,1094888,1523913758.0,21.144547704026994
Jammu & Kashmir,udhampur district,2023,2,2810698,4021272291.0,22.114864180052034
Jammu & Kashmir,bandipore district,2023,2,1065502,1344236762.0,21.01909222647893
Jammu & Kashmir,reasi district,2023,2,1749496,2622419268.0,21.687363113776144
Jammu & Kashmir,shopian district,2023,2,989787,1103187221.0,20.821469301707687
Jammu & Kashmir,poonch district,2023,2,1340547,2319474214.0,21.564606365474322
Jammu & Kashmir,kathua district,2023,2,2417101,3367803832.0,21.937526687271554
Jammu & Kashmir,kishtwar district,2023,2,663666,813628523.0,20.51701446108112
Jammu & Kashmir,pulwama district,2023,2,2254773,3358021119.0,21.934617685039992
Jammu & Kashmir,ramban district,2023,2,1125339,1467712387.0,21.106970826962787
Jammu & Kashmir,rajouri district,2023,2,1846860,3125635603.0,21.862903492733167
Jammu & Kashmir,kulgam district,2023,2,1628248,1640404531.0,21.218208714219156
Jammu & Kashmir,budgam district,2023,2,3062613,4214975804.0,22.161909688170233
Jammu & Kashmir,anantnag district,2023,2,3335448,3997881663.0,22.10903047378717
Jammu & Kashmir,kupwara district,2023,2,3023653,4036251709.0,22.118582303697245
Jammu & Kashmir,muzaffarabad district,2023,3,43317,92613431.0,18.343944743092774
Jammu & Kashmir,doda district,2023,3,1389865,1662178991.0,21.231395224331692
Jammu & Kashmir,samba district,2023,3,2803963,3799380535.0,22.058103873547957
Jammu & Kashmir,mirpur district,2023,3,182955,360260789.0,19.702338743817993
Jammu & Kashmir,srinagar district,2023,3,7003470,9995586701.0,23.025409502725797
Jammu & Kashmir,baramulla district,2023,3,4764647,5690607706.0,22.46208288201786
Jammu & Kashmir,jammu district,2023,3,14432102,19883917524.0,23.713177077362953
Jammu & Kashmir,ganderbal district,2023,3,1518152,2303133445.0,21.55753640052657
Jammu & Kashmir,udhampur district,2023,3,3051454,4231599879.0,22.165845980718824
Jammu & Kashmir,bandipore district,2023,3,1276481,1596055809.0,21.190801304034316
Jammu & Kashmir,reasi district,2023,3,1898355,2602430820.0,21.679711776351777
Jammu & Kashmir,shopian district,2023,3,1189432,1294714599.0,20.98155612170894
Jammu & Kashmir,poonch district,2023,3,1478439,2362346048.0,21.582921050764433
Jammu & Kashmir,kathua district,2023,3,2707886,3791246562.0,22.055960710405493
Jammu & Kashmir,kishtwar district,2023,3,798927,1004496567.0,20.72775232558824
Jammu & Kashmir,pulwama district,2023,3,2662125,3873276450.0,22.077366613966003
Jammu & Kashmir,ramban district,2023,3,1292908,1777537378.0,21.298494748393843
Jammu & Kashmir,rajouri district,2023,3,2098826,3436523552.0,21.957726202278092
Jammu & Kashmir,kulgam district,2023,3,1931905,1983213851.0,21.4079845233321
Jammu & Kashmir,budgam district,2023,3,3693931,4944326402.0,22.321506574946845
Jammu & Kashmir,anantnag district,2023,3,4122154,4972376475.0,22.327163726955995
Jammu & Kashmir,kupwara district,2023,3,3562285,4358324912.0,22.195353626219774
Jammu & Kashmir,muzaffarabad district,2023,4,45913,88114272.0,18.294145086864944
Jammu & Kashmir,doda district,2023,4,1522265,1782463386.0,21.301262169789318
Jammu & Kashmir,samba district,2023,4,3222238,4395996752.0,22.20396013486149
Jammu & Kashmir,mirpur district,2023,4,207425,403390530.0,19.815415710229217
Jammu & Kashmir,srinagar district,2023,4,7074012,10113352740.0,23.037122441214645
Jammu & Kashmir,baramulla district,2023,4,5009274,6414810534.0,22.581875299893518
Jammu & Kashmir,jammu district,2023,4,16836698,23295898530.0,23.871543153310746
Jammu & Kashmir,ganderbal district,2023,4,1239072,1587488854.0,21.185419268234035
Jammu & Kashmir,udhampur district,2023,4,3516389,4822653780.0,22.296590190467985
Jammu & Kashmir,bandipore district,2023,4,1337160,1583429415.0,21.18285884827314
Jammu & Kashmir,reasi district,2023,4,2204425,2902563933.0,21.78886029851164
Jammu & Kashmir,shopian district,2023,4,1358140,1705185937.0,21.256939996281332
Jammu & Kashmir,poonch district,2023,4,1611652,2568995996.0,21.666780996879094
Jammu & Kashmir,kathua district,2023,4,3271541,4645358981.0,22.259134489756672
Jammu & Kashmir,kishtwar district,2023,4,838700,1009423446.0,20.732645160251337
Jammu & Kashmir,pulwama district,2023,4,2718256,3937047720.0,22.093696969992795
Jammu & Kashmir,ramban district,2023,4,1353636,1727315306.0,21.26983419443169
Jammu & Kashmir,rajouri district,2023,4,2348353,3744674648.0,22.043600574040177
Jammu & Kashmir,kulgam district,2023,4,2038643,2300544081.0,21.55641148929753
Jammu & Kashmir,budgam district,2023,4,3782455,4948841420.0,22.322419329767907
Jammu & Kashmir,anantnag district,2023,4,3898355,4563638521.0,22.24138606379382
Jammu & Kashmir,kupwara district,2023,4,3732530,4528952978.0,22.233756619263016
Jammu & Kashmir,muzaffarabad district,2024,1,40747,66093964.0,18.006587999594718
Jammu & Kashmir,doda district,2024,1,1698725,1803820761.0,21.31317289777489
Jammu & Kashmir,samba district,2024,1,3596063,4686290713.0,22.26790721394678
Jammu & Kashmir,mirpur district,2024,1,232220,412413801.0,19.83753777705433
Jammu & Kashmir,srinagar district,2024,1,6986808,9356469544.0,22.95933387092037
Jammu & Kashmir,baramulla district,2024,1,5226975,6071530650.0,22.526876576786012
Jammu & Kashmir,jammu district,2024,1,19249444,25207763123.0,23.950417844499093
Jammu & Kashmir,ganderbal district,2024,1,1242894,1400242655.0,21.059911384262744
Jammu & Kashmir,udhampur district,2024,1,3997488,5290784055.0,22.3892322865787
Jammu & Kashmir,bandipore district,2024,1,1434008,1477623697.0,21.113701024890698
Jammu & Kashmir,reasi district,2024,1,2407000,3091231846.0,21.851835504400935
Jammu & Kashmir,shopian district,2024,1,1343419,1290884288.0,20.97859331582421
Jammu & Kashmir,poonch district,2024,1,1915682,2790015980.0,21.74931316072027
Jammu & Kashmir,kathua district,2024,1,3624676,4828507691.0,22.297803290411295
Jammu & Kashmir,kishtwar district,2024,1,981291,1056960046.0,20.77866274463385
Jammu & Kashmir,pulwama district,2024,1,2847167,3669354561.0,22.023281614881334
Jammu & Kashmir,ramban district,2024,1,1407020,1662336955.0,21.231490254106003
Jammu & Kashmir,rajouri district,2024,1,2835974,4275411889.0,22.176146283231922
Jammu & Kashmir,kulgam district,2024,1,2067915,1924634062.0,21.37800168947255
Jammu & Kashmir,budgam district,2024,1,3901134,4842048433.0,22.300603698303618
Jammu & Kashmir,anantnag district,2024,1,4038432,4233564352.0,22.166310111828675
Jammu & Kashmir,kupwara district,2024,1,4041273,4522945875.0,22.232429360976532
Jammu & Kashmir,muzaffarabad district,2024,2,65577,100826848.0,18.428915237261233
Jammu & Kashmir,doda district,2024,2,2679397,2667588905.0,21.704440869919356
Jammu & Kashmir,samba district,2024,2,4620692,5474959303.0,22.423450679561988
Jammu & Kashmir,mirpur district,2024,2,319223,512669354.0,20.055141663171153
Jammu & Kashmir,srinagar district,2024,2,11316460,15196627474.0,23.44433936353564
Jammu & Kashmir,baramulla district,2024,2,7834503,8635637375.0,22.879163358907277
Jammu & Kashmir,jammu district,2024,2,23088400,28435751371.0,24.070913041551595
Jammu & Kashmir,ganderbal district,2024,2,2230686,2621912367.0,21.68716979991399
Jammu & Kashmir,udhampur district,2024,2,5214431,6456449469.0,22.588345385998718
Jammu & Kashmir,bandipore district,2024,2,2289271,2345106063.0,21.57559646767256
Jammu & Kashmir,reasi district,2024,2,3373533,4223794014.0,22.163999616773044
Jammu & Kashmir,shopian district,2024,2,2391199,2264967456.0,21.54082622800777
Jammu & Kashmir,poonch district,2024,2,3101626,4348843838.0,22.19317586258221
Jammu & Kashmir,kathua district,2024,2,4614808,5739551473.0,22.470646903806646
Jammu & Kashmir,kishtwar district,2024,2,1446675,1502146597.0,21.130160987389782
Jammu & Kashmir,pulwama district,2024,2,4536020,5698575451.0,22.463482059849778
Jammu & Kashmir,ramban district,2024,2,2117113,2432404915.0,21.612146282257356
Jammu & Kashmir,rajouri district,2024,2,4173589,5772236542.0,22.476325458134063
Jammu & Kashmir,kulgam district,2024,2,3477040,3155159074.0,21.872304751636847
Jammu & Kashmir,budgam district,2024,2,5873320,7125943551.0,22.687007982684143
Jammu & Kashmir,anantnag district,2024,2,7004398,7478897629.0,22.735351242403485
Jammu & Kashmir,kupwara district,2024,2,6411053,6871707842.0,22.650678506609363
Jammu & Kashmir,muzaffarabad district,2024,3,30609,86916528.0,18.280458779283176
Jammu & Kashmir,doda district,2024,3,2672105,3099271413.0,21.85443289307223
Jammu & Kashmir,samba district,2024,3,5356369,6503698249.0,22.595636813589216
Jammu & Kashmir,mirpur district,2024,3,9164,21887116.0,16.9014087568509
Jammu & Kashmir,srinagar district,2024,3,14195129,17710842360.0,23.597442851754565
Jammu & Kashmir,baramulla district,2024,3,8752832,9754597276.0,23.001004526417365
Jammu & Kashmir,jammu district,2024,3,24551372,30654934549.0,24.146059483107404
Jammu & Kashmir,ganderbal district,2024,3,2385062,2949188387.0,21.80479584673308
Jammu & Kashmir,udhampur district,2024,3,5443847,7115339597.0,22.68551879721567
Jammu & Kashmir,bandipore district,2024,3,2894586,3205367878.0,21.888092703571314
Jammu & Kashmir,reasi district,2024,3,3416523,4266659304.0,22.17409699381176
Jammu & Kashmir,shopian district,2024,3,3138540,3010706939.0,21.82544075191839
Jammu & Kashmir,poonch district,2024,3,3369821,4714749587.0,22.27396164197141
Jammu & Kashmir,kathua district,2024,3,4796521,6208789364.0,22.549231764611356
Jammu & Kashmir,kishtwar district,2024,3,1808446,2105747004.0,21.467936112862642
Jammu & Kashmir,pulwama district,2024,3,4807152,5860144350.0,22.49144007350839
Jammu & Kashmir,ramban district,2024,3,2643781,3188017195.0,21.88266499183725
Jammu & Kashmir,rajouri district,2024,3,4723904,6811232050.0,22.641838858658993
Jammu & Kashmir,kulgam district,2024,3,3496380,3362611399.0,21.935983711437103
Jammu & Kashmir,budgam district,2024,3,5881878,7223987064.0,22.700672862500245
Jammu & Kashmir,anantnag district,2024,3,8027992,8864458713.0,22.905315715837975
Jammu & Kashmir,kupwara district,2024,3,7153275,7751199655.0,22.771113462654842
Jammu & Kashmir,muzaffarabad district,2024,4,34453,96347703.0,18.38347412275348
Jammu & Kashmir,doda district,2024,4,2767769,3091988755.0,21.852080331183732
Jammu & Kashmir,samba district,2024,4,5901965,7552995305.0,22.74521005080262
Jammu & Kashmir,mirpur district,2024,4,10202,24190440.0,17.001468113093864
Jammu & Kashmir,srinagar district,2024,4,14027143,18539513421.0,23.643170151971653
Jammu & Kashmir,baramulla district,2024,4,9608988,12099408343.0,23.21642239116352
Jammu & Kashmir,jammu district,2024,4,27890608,35573981207.0,24.294880342648586
Jammu & Kashmir,ganderbal district,2024,4,2024659,3544730099.0,21.98872785863008
Jammu & Kashmir,udhampur district,2024,4,5811449,7645636033.0,22.757400868942703
Jammu & Kashmir,bandipore district,2024,4,3077642,3530356804.0,21.98466478068727
Jammu & Kashmir,reasi district,2024,4,3548201,4508076863.0,22.229136483555333
Jammu & Kashmir,shopian district,2024,4,3386199,3877902340.0,22.07856021062358
Jammu & Kashmir,poonch district,2024,4,3615074,5132944586.0,22.358945325025044
Jammu & Kashmir,kathua district,2024,4,5417728,7439370515.0,22.73005207414743
Jammu & Kashmir,kishtwar district,2024,4,1718811,1927816341.0,21.37965377029865
Jammu & Kashmir,pulwama district,2024,4,4928226,6294154151.0,22.56288712718575
Jammu & Kashmir,ramban district,2024,4,2637031,3166940185.0,21.876031717681048
Jammu & Kashmir,rajouri district,2024,4,5050106,7559341893.0,22.74604997229049
